frame,x,y
0,1.0,0.0
1,0.9998611143261019,0.01666589507244506
2,0.9994444958828685,0.03332716083675362
3,0.9987502603949663,0.04997916927067833
4,0.9977786007011223,0.066617294923393
5,0.9965297867005595,0.08323691620031025
6,0.9950041652780258,0.09983341664682814
7,0.99320216020744,0.11640218623064896
8,0.9911242720341794,0.13293862262231407
9,0.9887710779360422,0.14943813247359922
10,0.986143231562925,0.16589613269341502
11,0.9832414628552565,0.1823080517208584
12,0.9800665778412416,0.1986693307950612
13,0.9766194584129698,0.21497542522148327
14,0.9729010620814507,0.23122180563429853
15,0.9689124217106448,0.2474039592545229
16,0.9646546452305639,0.26351739114353506
17,0.9601289153295195,0.27955762545164153
18,0.955336489125606,0.29552020666133955
19,0.9502786978175092,0.3114007008249323
20,0.9449569463147377,0.3271946967961522
21,0.9393727128473789,0.34289780745545134
22,0.9335275485554896,0.3585056709286172
23,0.9274230770582332,0.3740139517983766
24,0.9210609940028851,0.38941834230865047
25,0.9144430665938303,0.4047145635611247
26,0.9075711331016849,0.41989836670380576
27,0.9004471023526769,0.4349655341112302
28,0.8930729531984294,0.4499118805559996
29,0.8854507339662915,0.46473325437131746
30,0.8775825618903728,0.47942553860420295
31,0.8694706225234353,0.49398465215906245
32,0.8611171691298103,0.5084065509313012
33,0.8525245220595057,0.5226872289306592
34,0.8436950681036793,0.5368227193939614
35,0.8346312598316569,0.5508090958869699
36,0.8253356149096782,0.5646424733950355
37,0.8158107154015618,0.5783190094022432
38,0.8060592070514818,0.5918349049587531
39,0.7960837985490556,0.6051864057360399
40,0.7858872607769477,0.6183698030697373
41,0.775472426041198,0.6313814349897997
42,0.764842187284488,0.6442176872376915
43,0.7539994972825648,0.656874994270325
44,0.7429473678240437,0.6693498402504666
45,0.7316888688738205,0.6816387600233347
46,0.7202271277203227,0.6937383400791209
47,0.7085653281068387,0.7056452195011655
48,0.6967067093471648,0.7173560908995233
49,0.6846545654258169,0.7288677013296623
50,0.672412244083056,0.7401768531960377
51,0.6599831458849814,0.7512804051402934
52,0.6473707232789516,0.7621752729138404
53,0.6345784796345929,0.7728584302345731
54,0.6216099682706636,0.7833269096274841
55,0.6084687914680442,0.7935778032489428
56,0.5951585994691269,0.803608263694412
57,0.5816830894638825,0.8134155047893745
58,0.5680460045628875,0.8229968023632535
59,0.5542511327575947,0.832349495006108
60,0.5403023058681385,0.8414709848078972
61,0.526203398478964,0.850358738080105
62,0.511958326862579,0.859010286059526
63,0.497571047891726,0.8674232255940175
64,0.4830455579402757,0.875595219810026
65,0.4683858917731494,0.8835239987617041
66,0.45359612142557654,0.8912073600614357
67,0.43868035507200015,0.8986431694915974
68,0.4236427358849438,0.9058293615973815
69,0.40848744088415656,0.9127639402605214
70,0.39321867977635716,0.9194449792537553
71,0.37784069378589763,0.9258706227758776
72,0.362357754476673,0.9320390859672266
73,0.34677416256560295,0.9379486554054677
74,0.3310942467280162,0.9435976895815332
75,0.31532236239526823,0.9489846193555863
76,0.2994628905449275,0.9541079483928833
77,0.2835202364838651,0.958966253579412
78,0.2674988286245871,0.9635581854171931
79,0.25140311725514825,0.9678824683991307
80,0.2352375733029892,0.9719379013633128
81,0.2190066870930415,0.9757233578266591
82,0.2027149671004436,0.9792377862978257
83,0.18636693869821572,0.9824802105692794
84,0.16996714290024104,0.9854497299884601
85,0.15352013509990187,0.9881455197079567
86,0.13703048380472216,0.9905668309146253
87,0.12050276936736684,0.9927129910375885
88,0.10394158271335117,0.9945834039350564
89,0.08735152406581317,0.9961775500599176
90,0.07073720166770335,0.9974949866040544
91,0.054103230501746966,0.9985353476213422
92,0.037454231008533984,0.9992983441292992
93,0.020794827803093094,0.999783764189357
94,0.00412964839030615,0.9999914729657311
95,-0.012536678120480095,0.9999214127628748
96,-0.029199522301287927,0.9995736030415052
97,-0.045854255691431124,0.9989481404131972
98,-0.06249625208316873,0.9980451986135482
99,-0.07912088880673297,0.9968650284539189
100,-0.09572354801437455,0.995407957751765
101,-0.11229961796306834,0.9936743912395795
102,-0.12884449429552353,0.9916648104524688
103,-0.14535358131914214,0.9893797735943967
104,-0.16182229328257075,0.986819915383131
105,-0.17824605564949078,0.9839859468739371
106,-0.1946203063692937,0.9808786552620677
107,-0.21094049714428792,0.9774989036641016
108,-0.22720209469308558,0.9738476308781955
109,-0.24340058200981823,0.9699258511233123
110,-0.2595314596188317,0.9657346537575002
111,-0.2755902468245112,0.9612752029753004
112,-0.2915724829558909,0.9565487374843671
113,-0.30747372860569966,0.9515565701613902
114,-0.32328956686350163,0.9463000876874151
115,-0.33901560454258756,0.9407807501626635
116,-0.35464747340027575,0.9350000907009586
117,-0.37018083135128504,0.9289597150038701
118,-0.3856113636738416,0.9226613009146966
119,-0.4009347842081849,0.9161065979524087
120,-0.41614683654714035,0.9092974268256826
121,-0.431243295218427,0.9022356789271596
122,-0.4462199668583728,0.8949233158080712
123,-0.46107269137671075,0.8873623686333765
124,-0.475797343112133,0.879554937617563
125,-0.4903898319782812,0.8715031914412666
126,-0.5048461045998552,0.863209366648875
127,-0.5191621454385249,0.8546757670272791
128,-0.5333339779083314,0.8459047629659473
129,-0.5473576654802688,0.8368987907984993
130,-0.5612293127757392,0.8276603521259621
131,-0.5749450666485771,0.8181920131218975
132,-0.5885011172553434,0.8084964038195919
133,-0.60189369911359,0.7985762173815091
134,-0.6151190921478038,0.7884342093512061
135,-0.6281736227227367,0.7780731968879232
136,-0.6410536646638358,0.7674960579840566
137,-0.6537556402644916,0.7567057306657355
138,-0.6662760212798218,0.7457052121767224
139,-0.6786113299067168,0.7344975581458643
140,-0.6907581397498739,0.723085881738327
141,-0.7027130767735514,0.7114733527908469
142,-0.7144728202387797,0.699663196931241
143,-0.7260341036257664,0.6876586946824201
144,-0.737393715541243,0.6754631805511536
145,-0.7485485006104974,0.6630800421018387
146,-0.7594953603538463,0.6505127190155324
147,-0.7702312540473049,0.6377647021345066
148,-0.780753199567212,0.6248395324925923
149,-0.7910582742185792,0.611740800331581
150,-0.8011436155469314,0.5984721441039597
151,-0.8110064221334147,0.5850372494622522
152,-0.8206439543729508,0.5714398482352506
153,-0.8300535352352199,0.5576837173914203
154,-0.8392325510082638,0.5437726779897663
155,-0.8481784520244996,0.5297105941184522
156,-0.856888753368945,0.5155013718214679
157,-0.8653610355694556,0.5011489580136421
158,-0.873592945268786,0.48665733938430217
159,-0.8815821958782838,0.4720305412898866
160,-0.8893265682130393,0.4572726266358159
161,-0.8968239111083114,0.4423876947479343
162,-0.9040721420170591,0.42737988023383416
163,-0.9110692475884138,0.41225335183438055
164,-0.9178132842269302,0.39701231126575437
165,-0.9243023786324617,0.3816609920523362
166,-0.9305347283205092,0.36620365835075447
167,-0.9365086021229,0.3506446037654248
168,-0.9422223406686565,0.3349881501559097
169,-0.9476743568449217,0.3192386464364301
170,-0.9528631362378143,0.30340046736786114
171,-0.9577872375530888,0.2874780123425495
172,-0.9624452930164863,0.2714757041622877
173,-0.9668360087536624,0.25539798780978684
174,-0.9709581651495892,0.2392493292139876
175,-0.9748106171873288,0.22303421400955326
176,-0.9783922947660861,0.20675714629088884
177,-0.981702202998453,0.19042264736103273
178,-0.9847394224867585,0.1740352544757682
179,-0.9875031095784518,0.15759951958330393
180,-0.9899924966004446,0.14112000805987293
181,-0.9922068920723487,0.12460129744160217
182,-0.9941456808985492,0.10804797615300389
183,-0.9958083245390607,0.09146464223244295
184,-0.9971943611591184,0.07485590205493341
185,-0.9983034057574621,0.05822636905261956
186,-0.9991351502732793,0.0415806624332967
187,-0.9996893636717743,0.024923405897327486
188,-0.9999658920083448,0.008259226353310499
189,-0.999964658471342,-0.008407247367142401
190,-0.999685663403407,-0.025071385795162875
191,-0.9991289843013761,-0.041728560110559906
192,-0.9982947757947535,-0.05837414342757344
193,-0.9971832696027605,-0.07500351208009064
194,-0.9957947744699701,-0.09161204690596791
195,-0.9941296760805469,-0.10819513453010175
196,-0.9921884369511147,-0.12474816864589218
197,-0.9899715963022827,-0.14126655129474272
198,-0.987479769908866,-0.15774569414324163
199,-0.9847136499288401,-0.1741810197576693
200,-0.9816740047110804,-0.19056796287547842
201,-0.9783616785819356,-0.2069019716733928
202,-0.9747775916106989,-0.2231785090317738
203,-0.970922739354039,-0.23939305379490192
204,-0.9667981925794629,-0.25554110202682434
205,-0.962405096967887,-0.2716181682624195
206,-0.9577446727954004,-0.2876197867533305
207,-0.9528182145943069,-0.3035415127084221
208,-0.9476270907935409,-0.3193789235284167
209,-0.9421727433385569,-0.3351276200343651
210,-0.936456687290799,-0.3507832276896128
211,-0.9304805104068595,-0.36634139781492087
212,-0.9242458726974464,-0.38179780879640435
213,-0.9177545059662789,-0.39714816728595287
214,-0.9110082133290434,-0.41238820939379955
215,-0.9040088687125379,-0.4275137018729077
216,-0.8967584163341505,-0.4425204432948453
217,-0.8892588701618104,-0.45740426521682154
218,-0.8815123133545658,-0.4721610333395607
219,-0.8735208976839418,-0.48678664865569243
220,-0.8652868429362399,-0.5012770485883378
221,-0.8568124362959455,-0.5156282081195775
222,-0.8481000317104125,-0.5298361409084862
223,-0.8391520492360054,-0.5438969003984235
224,-0.8299709743658762,-0.5578065809132752
225,-0.8205593573395655,-0.5715613187423368
226,-0.81091981243462,-0.5851572932135434
227,-0.8010550172404198,-0.5985907277547412
228,-0.790967711914422,-0.6118578909427123
229,-0.7806606984210224,-0.6249550975396565
230,-0.7701368397532509,-0.637878709516845
231,-0.7593990591375136,-0.6506251370651607
232,-0.7484503392216046,-0.6631908395922436
233,-0.7372937212462116,-0.6755723267059669
234,-0.7259323042001463,-0.6877661591839673
235,-0.7143692439595346,-0.6997689499289627
236,-0.7026077524112041,-0.7115773649095902
237,-0.6906510965605143,-0.7231881240865057
238,-0.678502597623876,-0.7345980023234835
239,-0.6661656301062125,-0.7458038302832675
240,-0.6536436208636189,-0.7568024953079222
241,-0.6409400481514794,-0.7675909422834399
242,-0.6280584406583086,-0.7781661744883632
243,-0.6150023765255814,-0.7885252544261896
244,-0.6017754823538289,-0.7986653046413226
245,-0.5883814321952723,-0.8085835085183474
246,-0.5748239465332765,-0.8182771110644051
247,-0.5611067912489066,-0.827743419674452
248,-0.547233776574874,-0.8369798048791863
249,-0.5332087560371627,-0.8459837010754413
250,-0.5190356253846301,-0.854752607238835
251,-0.5047183215068802,-0.8632840876184835
252,-0.4902608213407079,-0.8715757724135833
253,-0.4756671407654202,-0.8796253584316734
254,-0.46094133348733973,-0.8874306097283962
255,-0.44608748991380154,-0.8949893582285792
256,-0.43110973601695496,-0.9022995043284637
257,-0.4160122321876869,-0.9093590174789152
258,-0.4007991720799844,-0.916165936749451
259,-0.3854747814460577,-0.9227183713729309
260,-0.3700433169625472,-0.9290145012707584
261,-0.3545090650481411,-0.9350525775584456
262,-0.3388763406729306,-0.9408309230314041
263,-0.3231494861598352,-0.946347932630824
264,-0.3073328699784295,-0.9516020738895128
265,-0.2914308855315078,-0.9565918873575717
266,-0.27544794993472266,-0.9613159870077884
267,-0.25938850278963643,-0.9657730606206361
268,-0.2432570049505275,-0.9699618701487699
269,-0.22705793728529258,-0.9738812520609215
270,-0.21079579943079013,-0.9775301176650948
271,-0.19447510854297,-0.980907453410973
272,-0.17810039804213712,-0.9840123211714538
273,-0.161676216353697,-0.9868438585032349
274,-0.14520712564473376,-0.9894012788863751
275,-0.12869770055677057,-0.9916838719427677
276,-0.11215252693506546,-0.9936910036334632
277,-0.09557620055479485,-0.9954221164347865
278,-0.0789733258444789,-0.9968767294932016
279,-0.06234851460700318,-0.9980544387588787
280,-0.04570638473859199,-0.9989549170979278
281,-0.029051558946089063,-0.999577914383267
282,-0.012388663462902105,-0.9999232575641007
283,0.004277673236032336,-0.9999908507139882
284,0.020942821719906572,-0.9997806750574889
285,0.037602152887965014,-0.9992927889753784
286,0.05425103925533573,-0.9985273279884311
287,0.07088485623841315,-0.9974845047197773
288,0.0874989834394349,-0.9961646088358417
289,0.10408880592989586,-0.9945680069658829
290,0.12064971553244319,-0.9926951426001542
291,0.13717711210089586,-0.9905465359667148
292,0.15366640479803348,-0.9881227838869251
293,0.17011301337079934,-0.985424559609667
294,0.18651236942256355,-0.9824526126243348
295,0.20285991768209258,-0.979207768452648
296,0.21915111726887324,-0.9756909284193456
297,0.23538144295443908,-0.9719030694018237
298,0.2515463864193493,-0.9678452435587869
299,0.2676414575054705,-0.9635185780379886
300,0.28366218546321437,-0.958924274663142
301,0.2996041201933832,-0.9540636096000878
302,0.31546283348328075,-0.9489379330023118
303,0.331233920236742,-0.9435486686359107
304,0.34691299969774325,-0.9378973134841114
305,0.3624957166672505,-0.9319854373314512
306,0.37797774271296875,-0.9258146823277371
307,0.39335477737165664,-0.9193867625319033
308,0.4086225493436719,-0.9127034634358951
309,0.42377681767941616,-0.9057666414687101
310,0.4388133729573488,-0.8985782234807356
311,0.4537280384532441,-0.8911402062085244
312,0.46851667130036534,-0.8834546557201595
313,0.4831751636402345,-0.8755237068413583
314,0.4976994437636777,-0.8673495625624802
315,0.5120854772418293,-0.8589344934265989
316,0.5263292680467805,-0.8502808368988097
317,0.5404268596615618,-0.8413909967169501
318,0.5543743361791497,-0.8322674422239087
319,0.5681678233901934,-0.8229127076817139
320,0.5818034898591598,-0.8133293915675878
321,0.5952775479885954,-0.8035201558521637
322,0.6085862550712134,-0.7934877252600673
323,0.6217259143295101,-0.7832348865130656
324,0.6346928759426237,-0.7727644875559961
325,0.64748353806015,-0.7620794367656893
326,0.6600943478026335,-0.7511827021431043
327,0.6725218022484554,-0.7400773104889039
328,0.6847624494068443,-0.7287663465626956
329,0.6968128891767413,-0.7172529522261741
330,0.70866977429125,-0.705540325570402
331,0.7203298112474114,-0.6936317200274716
332,0.7317897612210448,-0.681530443466795
333,0.7430464409664004,-0.6692398572762726
334,0.7540967237003736,-0.6567633754285955
335,0.764937539971036,-0.6441044635329426
336,0.7755658785102406,-0.6312666378723326
337,0.7859787870700667,-0.618253464426902
338,0.7961733732428693,-0.605068557883378
339,0.8061468052647067,-0.5917155806310216
340,0.8158963128019243,-0.5781982417443212
341,0.8254191877206729,-0.5645202959527182
342,0.8347127848391515,-0.5506855425976502
343,0.8437745226623626,-0.5366978245772029
344,0.8526018840991778,-0.5225610272786636
345,0.8611924171615132,-0.5082790774992714
346,0.8695437356454218,-0.4938559423554655
347,0.8776535197939125,-0.4792956281809344
348,0.8855195169413119,-0.46460217941377074
349,0.8931395421389908,-0.44977967747304226
350,0.9005114787622797,-0.43483223962509077
351,0.9076332790984069,-0.4197640178398734
352,0.9145029649152941,-0.4045791976376643
353,0.9211186280110534,-0.3892819969264371
354,0.9274784307440299,-0.37387666483025084
355,0.9335806065432467,-0.3583674805089652
356,0.9394234603991077,-0.34275875196961225
357,0.9450053693342222,-0.32705481486975574
358,0.9503247828542223,-0.31126003131316965
359,0.9553802233784447,-0.2953787886381707
360,0.9601702866503615,-0.27941549819894124
361,0.9646936421276417,-0.26337459414018194
362,0.9689490333517377,-0.24726053216543306
363,0.9729352782968937,-0.23107778829940778
364,0.9766512696984788,-0.21483085764468085
365,0.9800959753605529,-0.19852425313307773
366,0.9832684384425816,-0.18216250427211161
367,0.9861677777252187,-0.1657501558868159
368,0.9887931878550837,-0.1492917668573221
369,0.9911439395684667,-0.13279190885253345
370,0.9932193798938957,-0.11625516506024643
371,0.9950189323335145,-0.09968612891407234
372,0.9965420970232161,-0.08308940281751322
373,0.997788450871492,-0.06646959686554589
374,0.9987576476769539,-0.04983132756406976
375,0.9994494182244988,-0.033179216547573685
376,0.9998635703600894,-0.016517889295378365
377,0.9999999890441289,0.00014802615318927745
378,0.9998586363834154,0.01681390048433284
379,0.9994395516416681,0.033475104395677156
380,0.9987428512286204,0.05012700988215587
381,0.9977687286676852,0.06676499152153863
382,0.9965174545421992,0.08338442775924085
383,0.9949893764202625,0.09998070219205916
384,0.9931849187581947,0.116549204850476
385,0.9911045827826326,0.13308533347917695
386,0.9887489463513041,0.14958449481542546
387,0.9861186637925154,0.1660421058649397
388,0.9832144657233983,0.18245359517491694
389,0.9800371588469644,0.19881440410385215
390,0.9765876257280274,0.21511998808779817
391,0.9728668245480507,0.23136581790271515
392,0.9688757888389932,0.24754738092255932
393,0.9646156271962228,0.26366018237276123
394,0.9600875229705809,0.27969974657874525
395,0.9552927339396812,0.2956616182091439
396,0.9502325919585352,0.311541363513361
397,0.9449085025896009,0.32733457155314066
398,0.9393219447123583,0.34303685542779977
399,0.9334744701125185,0.35864385349278294
400,0.9273677030509823,0.37415123057120264
401,0.9210033398126668,0.389554679158027
402,0.914383148235327,0.40484992061658126
403,0.9075089672184996,0.4200327063670307
404,0.9003827062127109,0.43509881906651415
405,0.893006344689085,0.45004407378060096
406,0.8853819315895045,0.46486431914574605
407,0.8775115847574719,0.47955543852241966
408,0.8693974903498345,0.49411335113859195
409,0.861041902229532,0.5085340132232544
410,0.8524471413395383,0.5228134191296636
411,0.8436155950581696,0.5369476024479952
412,0.8345497165359398,0.550932637107099
413,0.825252024014145,0.5647646384650487
414,0.8157251001253681,0.5784397643881842
415,0.8059715911760984,0.5919542163183468
416,0.7959942064116622,0.605304240328009
417,0.7857957172636731,0.6184861281630086
418,0.7753789565802073,0.6314962182725951
419,0.7647468178389193,0.6443308968265038
420,0.7539022543433175,0.6569865987187744
